businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,websiteUrl,Image 1,Image 2,Image 3,category
North Indian Dabba,(510) 274-5855,"22554 Foothill Boulevard, Hayward",Hayward,California,94541,United States,"22554 Foothill Blvd, Hayward, CA 94541, USA",37.6745841,-122.0810929,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/a+Veg+schezwan+momo+with+a+red+and+white+sauce+served+over+a+rustic+wooden+background%2C+selective+focus.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+Dal+halwa+in+a+plate+on+yellow+%2C+UHD%2C+8k%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+and+unhealthy+eating+concept+-+close+up+of+fast+food+snacks+and+cola+drink+on+wooden+table.png,Restaurant
APNA DHABA,(510) 431-3110,"32513 Mission Boulevard, Hayward",Hayward,California,94544,United States,"32513 Mission Blvd, Hayward, CA 94544, USA",37.6122938,-122.0274952,http://www.apnadhabahayward.com/#/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/A+vibrant+Indian+street+food+market+with+rich%2C+spicy+food_.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+feast+with+chicken+tikka+masala+curry%2C+tandoori+chicken+and+appetizers+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+food+box+lunch.png,Restaurant
Halal Kabob House,(310) 641-4435,"1117 West Manchester Boulevard suite g, Inglewood",Inglewood,California,90301,United States,"1117 W Manchester Blvd suite g, Inglewood, CA 90301, USA",33.9602773,-118.3757842,https://halalkabobhouseinglewood.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,Home service
India Cook House,(949) 857-4858,"14130 Culver Drive M, Irvine",Irvine,California,92604,United States,"14130 Culver Dr M, Irvine, CA 92604, USA",33.70794,-117.7820087,http://www.indiacookhouseoc.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/aesthetic+food%2C+breakfast%2C+waffles.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+feast+with+chicken+tikka+masala+curry%2C+tandoori+chicken+and+appetizers+(2).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food+Box+with+French+Fries.png,Restaurant
Singh Jagjit,(209) 481-5194,"17196 Canyon Oak Lane, Lathrop",Lathrop,California,95330,United States,"17196 Canyon Oak Ln, Lathrop, CA 95330, USA",37.8046408,-121.3050852,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Truck/pexels-borishamer-16966615.jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Truck/pexels-jrobbauthor-12267889+(1).jpg,https://apneyyimages.s3.eu-north-1.amazonaws.com/Truck/pexels-robertkso-18468412.jpg,Truck
India Merchandise,(209) 824-6710,"200 West Yosemite Avenue, Manteca",Manteca,California,95337,United States,"200 W Yosemite Ave, Manteca, CA 95337, USA",37.7971761,-121.2179569,http://indiamerchandise.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+grocery+store+utopia.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/inside+of+a+small+grocery+shop.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+portal%2C+realistic%2C+modern+grocery%2C+realism%2C+ultra+realistic.png,Grocery
By appointment Indian Designer clothing boutique and alteration services,(708) 802-3064,"971 Stanley Avenue, Los Altos",Los Altos,California,94024,United States,"971 Stanley Ave, Los Altos, CA 94024, USA",37.3641035,-122.0877653,https://www.amazon.com/photos/share/LUyKwXb0awcvLtHC0rHVi0l5so7R8SMIGsj95w12tuV,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Photo%2C+cleaner%2C+professional+cleaner%2C+on+a+blue+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,Home service
Assam Indian Kitchen,(818) 849-6986,"6322 Van Nuys Boulevard, Van Nuys",Los Angeles,California,91401,United States,"6322 Van Nuys Blvd, Van Nuys, CA 91401, USA",34.1854066,-118.4484509,https://assamindiankitchenca.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/aesthetic+image+of+south+indian+food+with+minimal+backdrop+and+aesthetic+lighting.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+feast+with+chicken+tikka+masala+curry%2C+tandoori+chicken+and+appetizers.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+burrito%2C+food+photography%2C+bright+red+background.png,Restaurant
"Noya Kitchen, Your Halal Food Restaurant",(213) 529-4141,"4204 West 3rd Street, Los Angeles",Los Angeles,California,90020,United States,"4204 W 3rd St, Los Angeles, CA 90020, USA",34.0688102,-118.3057165,https://noyakitchen.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Air+Fryer+Pakoras%2C+Indian+food+Photography.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+feast%2C+samosa%2C+daal%2C+palak+paneer%2C+roti%2C+naan%2C+sunset+backround%2C+arizona%2C+cactus.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+cheeseburger.png,Restaurant
Saffron India Restaurant,(213) 488-9754,"505 Flower Street #250, Los Angeles",Los Angeles,California,90071,United States,"505 Flower St #250, Los Angeles, CA 90071, USA",34.0514473,-118.2566062,http://saffronindia.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/all+fast+food%2C+delicious+dishes.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+flavour+in+true+photo.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food+Classics.png,Restaurant
Curry boys,(213) 395-0221,"517 South Spring Street, Los Angeles",Los Angeles,California,90013,United States,"517 S Spring St, Los Angeles, CA 90013, USA",34.0470696,-118.250165,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Aloo+Gobi+Indian+food+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+in+amber+glass+lunch+box+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food+Combo+Specials.png,Restaurant
Anar Indian Restaurant | Order Food Online,(323) 466-0422,"1807 North Cahuenga Boulevard, Los Angeles",Los Angeles,California,90028,United States,"1807 N Cahuenga Blvd, Los Angeles, CA 90028, USA",34.1041162,-118.3304416,https://www.anarla.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Aloo+Gobi+Indian+food.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+in+amber+glass+lunch+box.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+food+delicious+burger+(1).png,Restaurant
Tandoor India,(310) 581-9964,"2622 Pico Boulevard, Santa Monica",Santa Monica,California,90405,United States,"2622 Pico Blvd, Santa Monica, CA 90405, USA",34.0233211,-118.461637,https://eat.chownow.com/order/35321/locations/55033,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/american+breakfast%2C+breakfast+sandwich+on+a+plate%2C+Professional+Food+photography%2C+Photograph+with+a+Sony+Alpha+a7+III+at+1_160+sec%2C+f_3+(1).5,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+in+clay+pots+hd+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+food+delicious+burger.png,Restaurant
Saffron Indian Restaurant,(213) 687-0555,"300 South Grand Avenue LP100, Los Angeles",Los Angeles,California,90071,United States,"300 S Grand Ave LP100, Los Angeles, CA 90071, USA",34.0530154,-118.250933,http://www.saffronindia.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/american+breakfast%2C+breakfast+sandwich+on+a+plate%2C+Professional+Food+photography%2C+Photograph+with+a+Sony+Alpha+a7+III+at+1_160+sec%2C+f_3.5,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+in+clay+pots+hd.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food+Delivery+Services+in+Alabama.png,Restaurant
KISAN INDIAN MARKET & RESTAURANT,(209) 328-1918,"1237 North Main Street, Manteca",Manteca,California,95336,United States,"1237 N Main St, Manteca, CA 95336, USA",37.8144167,-121.2177914,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/american+breakfast%2C+breakfast+wrap+on+a+plate%2C+Professional+Food+photography%2C+Photograph+with+a+Sony+Alpha+a7+III+at+1_160+sec%2C+f_3.5,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+industry.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+familiar+to+aliens%2C+food+other+digitalization%2C+macdonald%E2%80%99s+for+UFOs.png,Restaurant
Habibi's International Market & Deli,(209) 239-9990,"137 North Main Street, Manteca",Manteca,California,95336,United States,"137 N Main St, Manteca, CA 95336, USA",37.7982819,-121.2167642,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/American+fast+food+restaurant%2C+fast+food+on+the+table.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+items+on+kitchen+table%2C+in+kitchen+hd.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food+Feast+at+Home.png,Restaurant
Sanatana Vydica Vidya Peetham ( Hindu Temple & Yagna Center),(512) 775-4420,"2952 Diablo View Drive, Manteca",Manteca,California,95337,United States,"2952 Diablo View Dr, Manteca, CA 95337, USA",37.772897,-121.26943,http://vydicavidya.org/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/a+small+indian+devotional+temple+in+house+like+above+mentioned+reference+images+and+generate+same+like+that%2C+wide+angle+image+view%2C+8K.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/generate+a+image+of+indian+goddess+sherovali+mata+vaishni+devi+temple.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/ujjain+mahakal+temple%2C+photorealistic+image.png,Temple
Sri Krishna Balaram Goshala,(949) 546-7252,"2425 Old Calaveras Road, Milpitas",Milpitas,California,95035,United States,"2425 Old Calaveras Rd, Milpitas, CA 95035, USA",37.4498023,-121.8717787,https://www.kbgoshala.org/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/diwali+indian+Temple+Celebrations.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/ultra+realistic+image+of+trivandrum+sree+padmanabhaswamy+temple.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/fireworks+and+diya%26%23039_s+in+the+indian+temple%2C+4k%2C+realistic.png,Temple
Brahma Kumaris Silicon Valley - Meditation Center,(408) 809-1908,"540 South Abel Street, Milpitas",Milpitas,California,95035,United States,"540 S Abel St, Milpitas, CA 95035, USA",37.422517,-121.9064786,http://svbrahmakumaris.org/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/thanjavur+temple+image+chola+dynasty.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/diwali+indian+Temple+Celebrations.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Temple/thanjavur+temple+image+chola+dynasty.png,Temple
Rasoi Catering Co,,"260 West Arrow Highway # A, San Dimas",San Dimas,California,91773,United States,"260 W Arrow Hwy # A, San Dimas, CA 91773, USA",34.1024657,-117.8103437,https://rasoicateringco.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Photo%2C+cleaner%2C+professional+cleaner%2C+on+a+blue+background.png,Home service
India's Tandoori Santa Monica,(310) 310-2258,"2309 Ocean Park Boulevard, Santa Monica",Santa Monica,California,90405,United States,"2309 Ocean Park Blvd, Santa Monica, CA 90405, USA",34.0157506,-118.4616716,https://indiastandoori.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/An+English+breakfast+plate+of+food+with+eggs%2C+sausage+and+toast.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+list.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+fried+chicken%2C+Ultra+realistic%2C.png,Restaurant
dhaba Xpress,(650) 261-3987,"312 Arguello Street, Redwood City",Redwood City,California,94063,United States,"312 Arguello St, Redwood City, CA 94063, USA",37.4865592,-122.2320181,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/an+image+raising+awareness+about+global+hunger+and+food+securit.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+Mattar+paneer.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+meal%2C+white+background.png,Restaurant
Indian Wells Valley Internet,(760) 446-5006,"417 West Inyokern Road, Ridgecrest",Ridgecrest,California,93555,United States,"417 W Inyokern Rd, Ridgecrest, CA 93555, USA",35.6513983,-117.6774548,https://www.iwvisp.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,Home service
India Cuisine,(707) 978-4178,"6480 Redwood Drive, Rohnert Park",Rohnert Park,California,94928,United States,"6480 Redwood Dr, Rohnert Park, CA 94928, USA",38.3457946,-122.715201,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/An+Indian+Diwali+Sweet+Food+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+meal+with+christmas+tree+in+the+background+in+a+restaurant.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+on+a+table.png,Restaurant
Indian Bowl,(916) 780-0665,"1725 Santa Clara Drive #150, Roseville",Roseville,California,95661,United States,"1725 Santa Clara Dr #150, Roseville, CA 95661, USA",38.7456246,-121.2632201,https://mymozo.com/myrestaurant/default?CompanyId=624,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/An+Indian+Diwali+Sweet+Food+(2).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+on+a+restaurant+table.webp,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+or+greasy+fast+food+stock+photos+royalty+free+image%2C+in+the+style+of+white+background%2C+uhd+image%2C+pictorial%2C+golden+palette%2C+multiple+styles.png,Restaurant
Halal Indian Cuisine,(415) 419-2642,"2042 4th Street, San Rafael",San Rafael,California,94901,United States,"2042 4th St, San Rafael, CA 94901, USA",37.9754652,-122.5450709,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/An+Indian+Diwali+Sweet+Food.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+on+plate+top+view+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+food+restaurant+set+meal.png,Restaurant
Jassan Banquet Indian Bar & Grill,(909) 888-1199,"1650 South E Street, San Bernardino",San Bernardino,California,92408,United States,"1650 S E St, San Bernardino, CA 92408, USA",34.0713489,-117.29492,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/appetising+veg+rice+bowl+in+takeaway+packaging+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+on+plate+top+view+(2).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+with+party+invirment.png,Restaurant
Kamakshi's Kitchen Restaurant,(650) 401-6564,"601 Old County Road, San Carlos",San Carlos,California,94070,United States,"601 Old County Rd, San Carlos, CA 94070, USA",37.507778,-122.25941,http://www.kamakshiskitchen.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/appetising+veg+rice+bowl+in+takeaway+packaging.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+on+plate+top+view+(3).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+with+white+background+top+view+Created+With+Generative+AI+Technology+8k%2C+4k%2C+photoreal%2C+realistic+lighting%2C+unreal+engine%2C+(1).png,Restaurant
BAHAR Indian Restaurant & Catering,(858) 836-1000,"10436 Craftsman Way ste 120, San Diego",San Diego,California,92127,United States,"10436 Craftsman Way ste 120, San Diego, CA 92127, USA",33.0202121,-117.114112,http://www.baharsd.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Apple+pie+preparation+with+raw+apples+being+sliced+next+to+pie+crust.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+on+plate+top+view.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food+with+white+background+top+view+Created+With+Generative+AI+Technology+8k%2C+4k%2C+photoreal%2C+realistic+lighting%2C+unreal+engine%2C.png,Restaurant
Sunshine House Cleaning,(415) 933-3682,"Geary Boulevard, San Francisco",San Francisco,California,94118,United States,"Geary Blvd, San Francisco, CA 94118, USA",37.7812339,-122.4633759,https://www.sunshinehousecleansf.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Photo%2C+cleaner%2C+professional+cleaner%2C+on+a+blue+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,Home service
Sewa Indian and Nepalese Cuisine,(415) 742-4596,"815 Clement Street, San Francisco",San Francisco,California,94118,United States,"815 Clement St, San Francisco, CA 94118, USA",37.7825793,-122.4680199,https://www.sewacuisine.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/arepas%2C+fast+food%2C+venezuela%2C+photorealistic.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+photography%2C+black+stone+textured+background%2C+topshot%2C+professionl+light+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/fast+food%2C+christmas+style%2C+clear+composition.png,Restaurant
Himalayan Hub,(415) 860-6972,"508 Valencia Street, San Francisco",San Francisco,California,94110,United States,"508 Valencia St, San Francisco, CA 94110, USA",37.7646493,-122.4221182,http://himalayanhubs.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Aromatic+Cup+of+Steaming+Chai+Tea_+Prompt_+Create+a+cozy+image+of+an+aromatic+cup+of+steaming+chai+tea%2C+capturing+the+warmth+and+comforting+atmosphere+of+a+tea+moment.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+photography%2C+black+stone+textured+background%2C+topshot%2C+professionl+light+(2).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fast+Food.png,Restaurant
Indian Pizza & Pasta House,(628) 263-4737,"60 Morris Street, San Francisco",San Francisco,California,94107,United States,"60 Morris St, San Francisco, CA 94107, USA",37.7765239,-122.402191,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Assorted+indian+food.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+photography%2C+black+stone+textured+background%2C+topshot%2C+professionl+light+(3).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Festive+lunch+with+delicious+food+and+wine+on+white+table+indoors.+Christmas+celebration%2Cbright+photo.png,Restaurant
Al Hamra Indian Pizza & Curry,(415) 621-3935,"3083 16th Street, San Francisco",San Francisco,California,94103,United States,"3083 16th St, San Francisco, CA 94103, USA",37.764847,-122.4213328,https://www.alhamraindianpizzancurry.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/assorted+indian+food(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+photography%2C+black+stone+textured+background%2C+topshot%2C+professionl+light+(4).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fine+dining+Closeup+photo+Veg+Biryani.png,Restaurant
Nepalese Indian Cuisine,(415) 770-1954,"1298 Market Street, San Francisco",San Francisco,California,94102,United States,"1298 Market St, San Francisco, CA 94102, USA",37.7778861,-122.4163057,https://nepaleseindiancuisine.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Assorted+Indian+recipes+food+various.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+photography%2C+black+stone+textured+background%2C+topshot%2C+professionl+light.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Fish+pie.png,Restaurant
Biryani Best,(415) 966-0753,"Located inside Kasa, 4001 18th Street A, San Francisco",San Francisco,California,94114,United States,"Located inside Kasa, 4001 18th St A, San Francisco, CA 94114, USA",37.760873,-122.4329885,https://www.biryanibest.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Assortment+of+traditional+Indian+sweets+and+snacks+prepared+for+Holi+festival_+appetizing+and+colorful%2C+high-quality+food+photography%2C+studio+lighting%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+plate+dish+in+side+pose+3d+digital+painting.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Flavorful+Mix+Veg+Curry%2C+shot+with+a+high-speed+lens+to+freeze+the+steam_.png,Restaurant
Indian Take Home Food,(408) 637-8068,"5010 Forest View Drive, San Jose",San Jose,California,95129,United States,"5010 Forest View Dr, San Jose, CA 95129, USA",37.3128466,-121.9908614,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Authentic+Saag+Paneer%2C+Indian+food+Photography+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+plate+placed+ok+the+table%2C+ultra+realistic%2C+sky+background.webp,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Flavorful+Mix+Veg+Curry%2C+shot+with+a+high-speed+lens+to+freeze+the+steam.png,Restaurant
Mangal's Market,(510) 352-3337,"1699 East 14th Street, San Leandro",San Leandro,California,94577,United States,"1699 E 14th St, San Leandro, CA 94577, USA",37.7220258,-122.1522927,http://www.anzfjfoods.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+grocery+with+crochet+food.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Internet+site+of+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+(1).png,Grocery
Koolfi Creamery and Cafe,(415) 390-6210,"599 MacArthur Boulevard, San Leandro",San Leandro,California,94577,United States,"599 MacArthur Blvd, San Leandro, CA 94577, USA",37.7385401,-122.1441313,http://www.koolficreamery.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Cafe/2+friends+drinking+coffe+happy%2C+wooden+table%2C+white+coffe+cups+in+the+foreground%2C+smooth+background+in+a+restaurant%2C+realistic+photography.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Cafe/coffe+icon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Cafe/make+me+a+cup+of+coffe.png,Cafe
The Gurkha Kitchen,(925) 791-5600,"2475 San Ramon Valley Boulevard, San Ramon",San Ramon,California,94583,United States,"2475 San Ramon Valley Blvd, San Ramon, CA 94583, USA",37.7738286,-121.9774463,https://gurkhaskitchensanramon.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Authentic+Saag+Paneer%2C+Indian+food+Photography+(2).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/indian+food+product+photo.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Flavorful+Rajma+Chawal%2C+a+North+Indian+staple%2C+shot+with+a+standard+lens+and+a+narrow+aperture+to+capture+every+detail.png,Restaurant
India House,(805) 962-5070,"418 State Street, Santa Barbara",Santa Barbara,California,93101,United States,"418 State St, Santa Barbara, CA 93101, USA",34.4163935,-119.6947189,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Authentic+Saag+Paneer%2C+Indian+food+Photography.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+restaurant+food%2C+realistic+image+(1).webp,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Flavorful+Vegetable+Pulao%2C+Indian+recipe%2C+realistic%2C+depth+of+field%2C+4k%2C+highly+detailed%2C+heat+of+the+food+in+the+air.png,Restaurant
Jalsa Catering & Events,(408) 480-3825,"1285 Homestead Road, Santa Clara",Santa Clara,California,95050,United States,"1285 Homestead Rd, Santa Clara, CA 95050, USA",37.3480119,-121.9474444,http://www.jalsasf.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png,Home service
Sitar Indian Kitchen,(661) 263-2300,"28112 Bouquet Canyon Road, Santa Clarita",Santa Clarita,California,91350,United States,"28112 Bouquet Canyon Rd, Santa Clarita, CA 91350, USA",34.450337,-118.4972401,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/award+wining+food+photography+of+South+Indian+food+Vadai+in+a+plate_+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+restaurant+food%2C+realistic+image+(2).webp,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/food+at+an+Indian+restaurant%2C+realistic%2C+photography%2C+(1).png,Restaurant
Razia Indian Restaurant,(661) 263-2300,"28112 Bouquet Canyon Road, Santa Clarita",Santa Clarita,California,91350,United States,"28112 Bouquet Canyon Rd, Santa Clarita, CA 91350, USA",34.4503326,-118.4972378,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/award+wining+food+photography+of+South+Indian+food+Vadai+in+a+plate_.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/Indian+food+restaurant+food%2C+realistic+image.webp,https://apneyyimages.s3.eu-north-1.amazonaws.com/Restaurant/food+at+an+Indian+restaurant%2C+realistic%2C+photography%2C.png,Restaurant
